Name,Title,Company,Website,WhatsApp,Phone,Contact Form URL,Status,Notes,Technology Need Signal,Source,Date Found
,,Omni Data Center Indonesia,https://omnidc.co.id,,,https://omnidc.co.id/contact-2/,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.","Tier 3, N+1 redundant Batam/Jakarta colocation facility",https://omnidc.co.id/,2026-09-12T20:04:04+00:00
,,Mitratel,https://www.mitratel.co.id,,,https://www.mitratel.co.id/contact/,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.",Edge Mini Data Center buildout as part of 'Beyond Tower' strategy,https://kumparan.com/kumparanbisnis/mitratel-mau-bikin-mini-data-center-sebagai-ekosistem-digital-1yaHOjcri8E,2026-09-12T20:04:04+00:00
,,Keppel Data Centres,https://www.keppel.com,,,https://www.keppel.com/realestate/sg/Contact-us,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.",Immersion cooling pilot with Shell; SGP9 25MW floating data centre with seawater cooling,https://www.datacenterdynamics.com/en/news/keppel-and-shell-to-launch-immersion-cooling-pilot-at-singapore-data-center/,2026-09-13T19:07:45+00:00
,,ST Telemedia Global Data Centres,https://www.sttelemediagdc.com,,,https://www.sttelemediagdc.com/,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.","FutureGrid Accelerator HVDC AI testbed supporting >1,000kW density racks",https://www.sttelemediagdc.com/sg-en/newsroom/stt-gdc-launches-southeast-asia-first-hvdc-powered-ai-infrastructure-testbed,2026-09-13T19:07:45+00:00
,,Nxera (Singtel),https://www.nxera-dc.com,,,https://www.nxera-dc.com/about-us/contact-us,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.","DC Tuas 58MW AI-ready facility, largest direct-to-chip liquid cooling deployment in Singapore",https://www.singtel.com/about-us/media-centre/news-releases/nxera-opens-data-centre,2026-09-13T19:07:45+00:00
,,AirTrunk,https://airtrunk.com,,,https://airtrunk.com/contact/,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.",AirTrunk-ByteDance IMDA/EDB capacity award; SGP2 70MW+ facility under development,https://www.datacenterdynamics.com/en/news/singapore-selects-equinix-microsoft-airtrunk-and-gds-for-80mw-data-center-trial/,2026-09-13T19:07:45+00:00
,,Microsoft Azure Singapore,https://www.microsoft.com,,,https://azure.microsoft.com/en-us/contact,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.","$5.5B AI/cloud investment in Singapore through 2029, ~1GW capacity stood up recently",https://www.datacenterdynamics.com/en/news/microsoft-commits-to-55bn-ai-and-cloud-investment-in-singapore-by-2029/,2026-09-13T19:07:45+00:00
,,Google Cloud Singapore,https://cloud.google.com,,,https://cloud.google.com/contact/form,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.","Completed Singapore data center/cloud region expansion, US$5B total technical infrastructure investment",https://www.datacenterdynamics.com/en/news/google-completes-expansion-of-singapore-data-center-and-cloud-region/,2026-09-13T19:07:45+00:00
,,DayOne Data Centers,https://dayonedc.com,,,https://dayonedc.com/media-center,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.","First Singapore data centre (20MW), hybrid air/liquid cooling, SOFC power generation",https://www.dbs.com/newsroom/DayOne_secures_SGD_530_million_green_loan_from_DBS_OCBC_and_UOB_for_its_first_Singapore_data_centre,2026-09-13T19:07:45+00:00
,,StarHub,https://www.starhub.com,,,https://www.starhub.com/business/products-and-services/hosting-my-business/data-centre/contact-us.html,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.","Hyperscale Data Centre PUE 1.3, highly efficient cooling systems, AirTrunk SGP1 partnership",https://www.starhub.com/business/products-and-services/hosting-my-business/data-centre/hyperscale-data-centre.html,2026-09-13T19:07:45+00:00
,,M1 Limited,https://www.m1.com.sg,,,https://www.m1.com.sg/support/contact-us/contact-details,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.","M1 Data Centre: cold aisle containment, ~900 server racks, temp/power/humidity monitoring",https://www.m1.com.sg/business/products/data-center,2026-09-13T19:07:45+00:00
,,Infocomm Media Development Authority (IMDA),https://www.imda.gov.sg,,,https://www.imda.gov.sg/about-imda/contact-us,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.","Green Data Centre Roadmap: PUE 1.25 requirement for new capacity, liquid cooling adoption push",https://isomer-user-content.by.gov.sg/38/c49f426a-8053-4c7f-bbaa-8437b743a18f/files-Speeches%202024-1__Factsheet_IMDA_Green_DC_Roadmap.pdf,2026-09-13T19:07:45+00:00
,,GovTech Singapore,https://www.tech.gov.sg,,,https://www.tech.gov.sg/contact-us/,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.","Government on Commercial Cloud, 70%+ eligible systems migrated, AI capability rollout",https://www.tech.gov.sg/about-us/what-we-do/our-digital-government-efforts/ai-and-data-driven-government/,2026-09-13T19:07:45+00:00
,,National Supercomputing Centre (NSCC) Singapore,https://www.nscc.sg,,,https://www.nscc.sg/contact/,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.",National HPC facility for AI/research computing needs,https://www.nscc.sg/portfolio/item/reimagining-the-future-with-high-performance-computing-hpc/,2026-09-13T19:07:45+00:00
,,OCBC Bank,https://www.ocbc.com,,,https://www.ocbc.com/business-banking/contact-us,pending,,"Keeps sensitive data and AI workloads on-premise (30+ GenAI applications in production) rather than in external cloud, and plans to lift annual technology spending above S$771M under new CEO's AI push",https://www.theasianbanker.com/updates-and-articles/how-ocbc-is-executing-its-next-frontier-strategy-through-ai-digital-and-data,2026-09-13T19:07:45+00:00
,,Bridge Data Centres,https://www.bridgedatacentres.com,,,https://bridgedatacentres.com/contact-us,pending,,"Plans to invest up to S$5 billion (~US$3.9B) in Singapore to advance AI-ready data centre developments and strengthen the country's position as APAC's leading AI hub (cross-checked via TNGlobal, Mingtiandi coverage of the same announcement); no domain-matched email confirmed, only a redacted media-contact address found",https://www.datacenterdynamics.com/en/product-news/bridge-data-centres-plans-major-investment-with-global-partners-to-strengthen-singapores-position-as-asia-pacifics-leading-ai-hub/,2026-09-13T19:09:36+00:00
,,Bank Neo Commerce,https://www.bankneocommerce.co.id,,,https://www.bankneocommerce.co.id/en/company-information/investor-relation,pending,,"BNC partnered with xFusion to overhaul its data center infrastructure amid exponential growth, achieving 50% improvement in power efficiency and a 50% cut in power failure rates -- direct evidence of a power/cooling-constrained data center under active retrofit",https://www.xfusion.com/en/cases/reimagining-digital-banking-bnc-xfusion,2026-09-13T19:12:07+00:00
,,KB Bank Indonesia (formerly Bank KB Bukopin),https://www.kbbank.co.id,,,https://www.kbbank.co.id/profile/contact-us,pending,,Vice President Director Robby Mondong announced a kickoff for Data Center (DC) and Disaster Recovery Center (DRC) capacity expansion as part of the bank's Next Generation Banking System (NGBS) IT transformation project,https://infobanknews.com/kb-bukopin-ekspansi-data-center-dan-disaster-recovery-center/,2026-09-13T19:12:07+00:00
,,Bank BJB,https://www.bankbjb.co.id,,,https://www.bankbjb.co.id/page/customer-care,pending,,Bank BJB partnered with AWS to move its core 'bjb' superapp onto cloud infrastructure as part of strengthening IT infrastructure capacity to support millions of daily transactions,https://www.cloudcomputing.id/berita/gandeng-perusahaan-it-bjb-adopsi-cloud,2026-09-13T19:12:07+00:00
,,Blibli,https://about.blibli.com,,,https://about.blibli.com/en/contact,pending,,"Blibli's FY2025 results release states the company continued to deepen deployment of data analytics, automation, and artificial intelligence across the enterprise spanning merchandising, demand forecasting and customer service operations",https://about.blibli.com/en/media/press-release/pt-global-digital-niaga-tbk-2025-full-year-results-performance,2026-09-13T19:12:07+00:00
,,Amartha,https://amartha.com,,,https://amartha.com/en/amartha-care/,pending,,"Amartha's AI-powered credit scoring system deploys ML models for credit scoring, fraud detection and risk management across a platform serving 3.3 million rural micro-borrowers, per Accion's investment announcement",https://www.accion.org/news/accion-digital-transformation-fund-invests-in-amartha/,2026-09-13T19:12:07+00:00
,,CIMB Niaga,https://www.cimbniaga.co.id,,,https://investor.cimbniaga.co.id/gcg/contact.html,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.",See prospects.csv row -- CIMB Niaga AI agents deployment with Google Cloud/Artefact,"https://www.googlecloudpresscorner.com/2026-04-14-CIMB-Niaga,-Google-Cloud,-and-Artefact-Debut-Enterprise-AI-Agents-to-Deliver-Life-Centric-Banking-for-Millions-of-Indonesians",2026-09-13T19:12:07+00:00
,,Bersama Digital Data Centers (Digital Realty Bersama),https://www.bd-dc.com,,,https://www.bd-dc.com/services,pending,,See prospects.csv row -- BDDC 32MW Jakarta campus AI/HPC-ready cooling,https://www.datacenterdynamics.com/en/news/digital-realty-expands-into-indonesia-forms-jv-with-bersama-digital-infrastructure-asia/,2026-09-13T19:12:07+00:00
,,Mayapada Hospital,https://mayapadahospital.com,,,https://mayapadahospital.com/contact,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.",See prospects.csv row -- Mayapada AI diagnostics and data integration across network,https://issuu.com/charlton_media/docs/hca-h1-2023/s/28475480,2026-09-13T19:12:07+00:00
,,Pegadaian,https://pegadaian.co.id,,,https://pegadaian.co.id/hubungi-kami,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.",See prospects.csv row -- Pegadaian Nutanix private cloud + Telkom DC colocation,https://www.nutanix.com/company/customers/pt-pegadaian,2026-09-13T19:12:07+00:00
,,Bukalapak,https://www.bukalapak.com,,,https://www.bukalapak.com/supports/contact_us,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.",See prospects.csv row -- Bukalapak AI & Cloud Computing Innovation Center at ITB,https://www.itb.ac.id/news/read/56978/home/itb-bukalapak-join-hands-to-establish-laboratory-for-artificial-intelligence-and-cloud,2026-09-13T19:12:07+00:00
,,Kredivo,https://kredivocorp.com,,,https://kredivo.id/en/contact-us.html,pending,,See prospects.csv row -- Kredivo real-time proprietary AI credit scoring engine,https://kredivocorp.com/about/,2026-09-13T19:12:07+00:00
,,Global Switch Singapore,https://www.globalswitch.com/data-centres/singapore/,,,https://www.globalswitch.com/contact/,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.",Own site states Tai Seng/Woodlands campuses support AI-grade high-density with air or liquid cooling.,https://www.globalswitch.com/data-centres/singapore/,2026-09-13T19:18:50+00:00
,,China Mobile International (Singapore),https://www.cmi.chinamobile.com,,,https://www.cmi.chinamobile.com/en/contact-us,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.","17,490 sqm Tier III, Green Mark Platinum Singapore data centre at Tai Seng.",https://www.datacenterdynamics.com/en/news/china-mobile-international-launches-singapore-dc/,2026-09-13T19:18:50+00:00
,,Colt Data Centre Services Singapore,https://www.coltdatacentres.net,,,https://www.coltdatacentres.net/en-GB/contact/contact-form,pending,,"Computer Weekly reports Colt built its Jurong East, Singapore facility (SGDC1, Tier 3+) and is introducing new data-centre cooling technology (dry heat exchanges) aiming for a PUE of about 1.3-1.35 -- a direct, publicly stated cooling-efficiency initiative at an active Singapore facility.",https://www.computerweekly.com/news/450432546/Colt-to-expand-datacentre-footprint-in-APAC,2026-09-13T19:18:50+00:00
,,1-Net Singapore,https://www.1-net.com.sg,,,https://www.1-net.com.sg,pending,"2026-09-14 dual-channel-backup run: NOT attempted. This session's network egress policy blocked outbound CONNECT (agentproxy status showed repeated connect_rejected / 403-to-CONNECT, e.g. to www.google.com, moments before this batch) -- same root cause documented for Playwright/WebFetch in this environment. No navigation was performed and no fields were filled or guessed. Left as pending for retry in a session where egress isn't blocked.","Tier III Constructed Facility certified 1-Net North data centre build, first of its kind in Southeast Asia.",https://www.datacenterdynamics.com/en/news/1-net-launches-new-data-center-in-singapore/,2026-09-13T19:18:50+00:00
,,A*STAR Institute of High Performance Computing (A*CRC),https://www.a-star.edu.sg/ihpc,,,https://www.a-star.edu.sg/ihpc,pending,,"A*STAR's own A*CRC page describes it as 'one of the largest high performance computing facilities in the region' serving the entire A*STAR research community, hosting Singapore's National Supercomputing Centre hardware (1,500+ NVIDIA GPUs) at its Fusionopolis site -- a real, named HPC facility with dense GPU compute.",https://www.a-star.edu.sg/acrc,2026-09-13T19:18:50+00:00
,,Alibaba Cloud Singapore,https://sg.alibabacloud.com,,,https://www.alibabacloud.com/about/contact-us,pending,,"DCD reports Alibaba Cloud rolled out a second availability zone/data centre in Singapore (its international HQ, region ap-southeast-1) to meet enterprise demand for higher capacity and disaster recovery -- a real, dated capacity-expansion signal.",https://www.datacenterdynamics.com/en/news/alibaba-cloud-expands-singapore-data-center/,2026-09-13T19:18:50+00:00
,,Iron Mountain Data Centers Singapore (SIN-1),https://www.ironmountain.com/en-sg/data-centers/locations/apac/singapore-data-center,,,https://www.ironmountain.com/en-sg/contact,pending,,"7.3MW Tier III SIN-1 facility, column-free halls supporting tall racks up to 52U.",https://www.datacenterdynamics.com/en/analysis/making-iron-mountain-singapore-asia/,2026-09-13T19:18:50+00:00
Mark Fong,Chief Executive Officer,Empyrion Digital,https://empyriondigital.com,,,https://empyriondigital.com/contact/,pending,,"Empyrion Digital (Singapore-HQ'd since 2021) is investing over S$1.1B to expand Singapore data-centre capacity for high-density AI/cloud workloads; its SG1 Dodid facility targets PUE below 1.20 and Green Mark Platinum certification. CEO Mark Fong quoted: 'Singapore is the foundation of everything we are building across Asia.' No domain-matched email found, only a contact form.",https://empyriondigital.com/quantum-safe-and-ai-ready-empyrion-digitals-singapore-hub-expands-local-footprint-with-over-s1-1-billion-investment-302747926.html,2026-09-15T02:16:53+00:00
,,Synapxe,https://www.synapxe.sg,,,https://www.synapxe.sg/contact-us,pending,,"Synapxe, Singapore's national HealthTech agency, built H-Cloud to rationalise and consolidate local hospital data centres into a modernised, nation-wide private cloud serving all public hospitals, specialty centres, polyclinics and nursing homes. No domain-matched named-individual email found, only a contact form.",https://www.synapxe.sg/healthtech/cloud/h-cloud,2026-09-15T02:16:53+00:00
Tim Rosenfield,Co-Founder & Co-CEO,Sustainable Metal Cloud (SMC),https://smc.co,,,https://smc.co/about-us,pending,,"Singapore-founded and HQ'd SMC runs fully immersion-cooled NVIDIA GPU clusters (SIN01/SIN02 availability zones at STT GDC) for AI training/inference, with co-CEO Tim Rosenfield stating immersion cooling 'enables high density hosting for GPUs...the sort of hosting we need to see for platforms like [Nvidia's] Grace Blackwell.' No domain-matched published email found (only third-party guessed patterns, not used); routed via contact form.",https://www.datacenterdynamics.com/en/news/singapores-sustainable-metal-cloud-outlines-global-expansion-plans/,2026-09-15T02:16:53+00:00
,,SSMC (Systems on Silicon Manufacturing Company),https://www.ssmc.com,,,https://www.ssmc.com/ContactUs,pending,,"SSMC (NXP/TSMC JV) built a S$300M Annex 10 cleanroom extension at its Pasir Ris, Singapore fab -- a 34% increase in cleanroom space for automotive and specialty chip manufacturing capacity. No domain-matched email found, only a contact form.",https://semiwiki.com/forum/threads/vsmc-new-fab-going-up-in-singapore-video.23542/,2026-09-15T02:16:53+00:00
,,Soitec Singapore,https://www.soitec.com,,,https://www.soitec.com/en/contact,pending,,"Soitec is investing EUR400M (~$430M) to double capacity at its Pasir Ris, Singapore wafer fab (+45,000 sqm), recently qualifying the facility for high-volume Photonics SOI manufacturing to supply substrates for AI-focused data centers. No domain-matched email found, only a contact form.",https://www.edb.gov.sg/en/about-edb/media-releases-publications/soitec-breaks-ground-on-singapore-fab-extension-to-grow-its-global-semiconductor-wafer-production-capacity.html,2026-09-15T02:16:53+00:00
Luana Low,"Public Relations, Singapore",GlobalFoundries Singapore,https://gf.com,,,https://gf.com/about-gf/contact-us/,pending,,"GlobalFoundries officially opened its US$4B expansion fab in Singapore (23,000 sqm), its most advanced Singapore semiconductor facility to date, raising overall Singapore capacity to ~1.5M 300mm wafers/year. Named PR contact Luana Low (Public Relations, Singapore) found on GF's own newsroom page, but exact email text was obscured/unrenderable in search results, so not used as a verified address; routed via contact form.",https://www.edb.gov.sg/en/about-edb/media-releases-publications/globalfoundries-opens-us4-billion-expansion-facility-in-singapore.html,2026-09-15T02:16:53+00:00
Christine Wong,Assistant Chief Executive (Cluster Group),JTC Corporation,https://www.jtc.gov.sg,,,https://www.jtc.gov.sg/Pages/contact-us.aspx,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat","Jurong Island Data Centre Park (up to 700MW), liquid/seawater cooling testbed with NUS.",https://www.jtc.gov.sg/jurongisland/story-articles/nus-and-jtc-join-forces-to-power-jurong-island-green-transition,2026-09-15T02:16:53+00:00
,,Micron Singapore,https://sg.micron.com,,,https://sg.micron.com/forms/contact-us,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",$24B advanced wafer fab + $7B HBM packaging facility investment in Singapore.,https://www.globenewswire.com/news-release/2026/01/27/3226056/14450/en/micron-breaks-ground-on-advanced-wafer-fabrication-facility-in-singapore.html,2026-09-15T02:16:53+00:00
,,VSMC (VisionPower Semiconductor Manufacturing Company),https://www.vis.com.tw,,,https://www.vis.com.tw/en/about_contact,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat","$6.7-7.8B 300mm wafer fab JV under construction in Tampines, Singapore.",https://www.globenewswire.com/news-release/2024/12/04/2991195/0/en/VSMC-Celebrates-Breaking-Ground-on-300mm-Fab-in-Singapore.html,2026-09-15T02:16:53+00:00
,,UTAC Group,https://utacgroup.com,,,https://utacgroup.com/contact-us/,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",Advanced packaging/plasma-dicing capacity expansion at Singapore facility.,https://www.plasmatherm.com/repeat-order-with-utac/,2026-09-15T02:16:53+00:00
,,Telehouse Singapore,https://www.telehouse.com,,,https://www.telehouse.com/contact-us/,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",Tier 3+ facility with N+2 cooling redundancy in Singapore.,https://www.telehouse.com/global-data-centers/asia/singapore-data-centers/telehouse-singapore/,2026-09-15T02:16:53+00:00
,,CapitaLand Ascendas REIT,https://www.capitaland.com,,,https://www.capitaland.com/en/invest/clar/en/contact-us.html,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",S$1.4B acquisition expanding high-density Singapore data-centre portfolio.,https://www.capitaland.com/en/about-capitaland/newsroom/news-releases/international/2026/march/capitaland-ascendas-reit-acquires-two-assets-in-Singapore-and-enters-Japan-with-a-hyperscale-data-centre.html,2026-09-15T02:16:53+00:00
,,Mapletree Investments,https://www.mapletree.com.sg,,,https://www.mapletree.com.sg/contact-us/,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",Develops/owns purpose-built high-tech data centres in Singapore.,https://www.mapletree.com.sg/newsroom/mapletree-investments-and-mapletree-industrial-trust-to-acquire-us1-4-billion-data-centre-portfolio-in-north-america-from-digital-realty/,2026-09-15T02:16:53+00:00
,,Singapore Exchange (SGX),https://www.sgx.com,,,https://www.sgx.com/contact-us,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",SGX 'Reach' initiative: $250M world-class low-latency data centre for its own trading infrastructure.,https://investorrelations.sgx.com/news-releases/news-release-details/sgx-offers-fastest-connection-its-markets,2026-09-15T02:16:53+00:00
,,DSTA (Defence Science and Technology Agency),https://www.dsta.gov.sg,,,https://www.dsta.gov.sg/contact,pending,"2026-09-15 dual-channel-backup run (day 2, batch 2, 26 emails sent): NOT attempted. This session network egress policy blocked outbound CONNECT -- confirmed via agentproxy status (recentRelayFailures: connect_rejected / ""gateway answered 403 to CONNECT"", e.g. to www.google.com) and via a direct fill_contact_form test on rspondokindah.co.id which failed navigation_failed: ERR_TUNNEL_CONNECTION_FAILED. Same root cause documented for Playwright/WebFetch in this environment on 2026-09-14. No navigat",Oracle Cloud Isolated Region for MINDEF/SAF sovereign cloud/AI infrastructure.,https://www.oracle.com/news/announcement/dsta-selects-oracle-cloud-infrastructure-for-ministry-of-defence-singapore-2025-03-19/,2026-09-15T02:16:53+00:00
